epoch,beta_kl,free_bits_enabled,train_total,train_reconstruction,train_mrstft,train_kl,train_l1,train_nmse,val_total,val_reconstruction,val_mrstft,val_kl,val_l1,val_nmse,val_nmse_metric,val_mae_metric,val_loss,time
1,0.0,False,2.3153139772326505,0.12071272162881347,2.1946012557423606,6178.414146149776,0.04667015193131657,0.07404256976181134,2.957570101533617,0.10187555468835674,2.8556945428743465,5845.603553185096,0.04182961525825354,0.06004593873416984,0.06004593873416984,0.04182961525825354,2.957570101533617,40.6287260055542
2,1.3333333333333333e-05,False,2.3662783442582107,0.13859710319939839,2.143200714749644,6336.039453514069,0.05178433134261355,0.08681277224267146,3.188444644540221,0.12767801785862054,2.980507100348944,6019.464130108173,0.04782286116464452,0.07985515616179167,0.07985515616179167,0.04782286116464452,3.188444644540221,37.14274454116821
3,2.6666666666666667e-05,False,2.4314653398506194,0.13725401802485682,2.1270137344540196,6269.909800252117,0.050678616124953564,0.08657540167232909,3.2157278591459924,0.12453499018818467,2.917479327091804,6514.257909083104,0.04740275716879866,0.07713223338782133,0.07713223338782133,0.04740275716879866,3.2157278591459924,36.196205854415894
4,4e-05,False,2.4579099049447857,0.12688668915237564,2.078917184990557,6302.6510572294155,0.04922010073287395,0.07766658818698025,3.222213633767851,0.10742897429800295,2.8686114919709635,6154.329520089285,0.04332843218203429,0.06410054273002751,0.06410054273002751,0.04332843218203429,3.222213633767851,37.16378426551819
5,5e-05,False,2.500723735903047,0.11639959845014144,2.064459447050158,6397.29386620186,0.045338316339440396,0.07106128201422938,3.3301061319780874,0.10466137544794397,2.890763759285539,6693.6199132898355,0.04224915202747989,0.06241222323624642,0.06241222323624642,0.04224915202747989,3.3301061319780874,36.4560022354126
6,5e-05,False,2.4427402931380557,0.11415092136023212,1.9843566044076664,6884.655603497468,0.045113412566868905,0.06903750872162788,3.14940482378006,0.09753283624956896,2.7063307349498453,6910.825120192308,0.04015064266111169,0.05738219307674156,0.05738219307674156,0.04015064266111169,3.14940482378006,36.605815172195435
7,5e-05,False,2.389823353939639,0.11356405480944144,1.9284214503261672,6956.757072620974,0.04429104653833951,0.06927300836509996,3.0766728009496416,0.08528374321758747,2.6474368336436513,6879.045120406937,0.03537881903473165,0.04990492450011955,0.04990492450011955,0.03537881903473165,3.0766728009496416,36.98049855232239
8,5e-05,False,2.522826208694681,0.1324768833133329,2.0300236957798283,7206.512662890106,0.04912815421354644,0.08334872925315166,3.259243390062353,0.11326144758489105,2.7935049340620144,7049.540108816965,0.04502906717851267,0.06823238057012741,0.06823238057012741,0.04502906717851267,3.259243390062353,37.53034281730652
9,6.666666666666667e-06,False,2.223222234809541,0.1317872267815063,2.0405557272760357,7631.892078171688,0.04873893116841991,0.08304829549187841,2.893108579156163,0.09398859733163001,2.746405439062433,7907.1833898523355,0.038053725385567644,0.05593487235543492,0.05593487235543492,0.038053725385567644,2.893108579156163,32.5474419593811
10,2e-05,False,2.272365796455191,0.1199545661064179,1.9925769230284065,7991.715227631142,0.04497488507454297,0.07497968099477044,2.9578346393920563,0.08787390184435216,2.7101636201470765,7989.855865813874,0.03613771783740639,0.051736184109288916,0.051736184109288916,0.03613771783740639,2.9578346393920563,32.59801268577576
11,3.3333333333333335e-05,False,2.4113258248464677,0.12774252328541807,2.0034797383177962,8403.106807146414,0.04866193585681567,0.07908058727028994,3.17058449787098,0.12211440192474114,2.7664369230086985,8460.994924021292,0.04748239171701473,0.07463200967554208,0.07463200967554208,0.04748239171701473,3.17058449787098,32.51592516899109
12,4.666666666666667e-05,False,2.4430368469055903,0.12794808533839178,1.9509601515444468,7802.755766646954,0.049228127585701734,0.07871995774774279,3.1590888650862725,0.10824617076214853,2.727594004555063,6926.757538847871,0.04362494664287174,0.06462122450818072,0.06462122450818072,0.04362494664287174,3.1590888650862725,32.57318735122681
13,5e-05,False,2.373426141808549,0.12046801314687983,1.882895864021889,7401.245425200241,0.04539762015836647,0.0750703929390407,3.1163017579487393,0.10716065588396984,2.6351374217442105,7480.07370364011,0.042265705846168185,0.06489494983311538,0.06489494983311538,0.042265705846168185,3.1163017579487393,32.678696632385254
14,5e-05,False,2.388218386081427,0.12905985199083211,1.885324080943428,7476.689058868692,0.04866929127925025,0.08039056068189827,3.169705617558825,0.12250473387130015,2.7092758338529985,6758.5012770432695,0.0463861704568614,0.07611856292319166,0.07611856292319166,0.0463861704568614,3.169705617558825,32.60970854759216
15,5e-05,False,2.407645044098812,0.12515702296498604,1.943507555629786,6779.609459298224,0.04752458692596332,0.07763243602665455,3.12397102864234,0.09909080468363814,2.6990539991593625,6516.52452137706,0.04011642419129283,0.05897438029789335,0.05897438029789335,0.04011642419129283,3.12397102864234,34.39527487754822
16,0.0,False,1.9815720170934203,0.11067806781426685,1.8708939469984645,7012.75823982715,0.04343468764893325,0.06724338005649379,2.747089764574072,0.09022266434116678,2.6568671012972738,7285.293886289492,0.03781475935254123,0.05240790459972162,0.05240790459972162,0.03781475935254123,2.747089764574072,34.81808400154114
17,1.3333333333333333e-05,False,2.0876160117576164,0.11255200025174089,1.8706976137313236,7827.480078384379,0.04466897302899624,0.06788302740331982,2.8155673375496497,0.09021005820442032,2.6206035004867303,7856.532988495879,0.037884771332635986,0.05232528644194315,0.05232528644194315,0.037884771332635986,2.8155673375496497,34.22391748428345
18,2.6666666666666667e-05,False,2.1826021397414594,0.11116650291430365,1.8418588160202005,8609.130695317688,0.043819565880069064,0.06734693727417691,2.7996069264935923,0.09417508362413762,2.5093877659394193,7351.653331043956,0.03888898535252928,0.05528609844559169,0.05528609844559169,0.03888898535252928,2.7996069264935923,34.0672812461853
19,4e-05,False,2.1944774055227656,0.11446292258571501,1.7573399437692852,8066.863665131142,0.04480526455805438,0.06965765822060396,3.004204123884767,0.08907982903522449,2.5564467897126963,8966.938004378435,0.03742759752568308,0.051652231376495335,0.051652231376495335,0.03742759752568308,3.004204123884767,34.54726600646973
20,5e-05,False,2.2876141115647073,0.11435329319431804,1.7724490103968586,8016.236455220784,0.04459667143475012,0.06975662187088137,2.9938181055771125,0.08380873486972772,2.5562627888642826,7074.93202159169,0.03521802316286734,0.04859071185014078,0.04859071185014078,0.03521802316286734,2.9938181055771125,34.159106969833374
21,5e-05,False,2.3003595191960633,0.11049451120939863,1.8094294286502468,7608.711768810176,0.04335678345307332,0.06713772778848252,2.979660002084879,0.0867277313392241,2.5246486575393887,7365.672368646978,0.036754643687835105,0.04997308750810859,0.04997308750810859,0.036754643687835105,2.979660002084879,34.16077780723572
22,5e-05,False,2.2621189189622126,0.10998120673921004,1.7859080363396471,7324.593860884586,0.043985729178742744,0.06599547752336281,2.94556445145345,0.08285284296169386,2.5069867811360202,7114.496694711538,0.035111846340881596,0.047740996769209815,0.047740996769209815,0.035111846340881596,2.94556445145345,34.32455110549927
23,5e-05,False,2.2181666511621767,0.10650133406359995,1.7565026523899114,7103.253426398573,0.041780612665224835,0.06472072146268955,2.8536985961945502,0.09312512686701266,2.452545927448587,6160.551006610577,0.03791669997703898,0.05520842714583153,0.05520842714583153,0.03791669997703898,2.8536985961945502,34.189008951187134
24,6.666666666666667e-06,False,1.8961400654844711,0.11810131209740442,1.7343207928605606,6557.694042839061,0.04488845752579362,0.07321285462355709,2.5749198208143422,0.09233820020824998,2.436539270720639,6906.349904490041,0.03858321903089246,0.05375498099313988,0.05375498099313988,0.03858321903089246,2.5749198208143422,34.294010639190674
25,2e-05,False,1.9628104713966805,0.11558161457260925,1.7067656741832515,7023.159386542372,0.045502785721900134,0.07007882893233898,2.739434321503063,0.09270630048199015,2.4824737028761223,8212.715772020947,0.03877367863206418,0.05393262166570831,0.05393262166570831,0.03877367863206418,2.739434321503063,33.929466009140015
26,3.3333333333333335e-05,False,2.1427350349793555,0.1131047837060207,1.7624740302958495,8014.686519546813,0.04471024744469885,0.06839453645426517,2.7852111963125377,0.08876929374841544,2.462145956662985,7028.8785735748625,0.03737845922728161,0.05139083450066519,0.05139083450066519,0.03737845922728161,2.7852111963125377,33.802268743515015
27,4.666666666666667e-05,False,2.1602620858436876,0.1115999106382073,1.7159918282294813,7128.650172098066,0.04481836719559642,0.06678154351681985,2.8080653934688358,0.09977375724158444,2.3938878217896264,6737.224448403159,0.041611135067356815,0.05816262237891391,0.05816262237891391,0.041611135067356815,2.8080653934688358,33.67999315261841
28,5e-05,False,2.08139708222621,0.10610192361600687,1.6706407353539232,6093.0886389338475,0.04240818292516003,0.06369374059437519,2.7407529956691867,0.0906781156107292,2.3522016258685143,5957.465240813874,0.03763382589178426,0.05304428940168121,0.05304428940168121,0.03763382589178426,2.7407529956691867,33.70221281051636
29,5e-05,False,2.0923536064456973,0.1098373549660126,1.679542651689385,6059.472188719082,0.04361820046308823,0.06621915460186967,2.687666144999829,0.08129828310684188,2.341258405329107,5302.189254593063,0.034776691531578266,0.04652159136034303,0.04652159136034303,0.034776691531578266,2.687666144999829,33.73613882064819
30,5e-05,False,2.0685387086741636,0.10586754039701712,1.694669103400799,5360.041452678868,0.04212934048388742,0.06373819972266001,2.7641153564819922,0.08443226790117038,2.4254149159232337,5085.363007597871,0.03557434727202405,0.04885792062914634,0.04885792062914634,0.03557434727202405,2.7641153564819922,33.717483043670654
