epoch,train_loss,train_nmse,train_total,val_loss,val_nmse,val_mae,val_total,time
1,1.6080122590262107,1.6080122590262107,1.6080122590262107,0.047606870855974114,0.047606870855974114,0.04880914070468018,0.047606870855974114,14.953507423400879
2,0.06019587858171059,0.06019587858171059,0.06019587858171059,0.07632357768876397,0.07632357768876397,0.04980659625236539,0.07632357768876397,12.521830320358276
3,0.049833986494276256,0.049833986494276256,0.049833986494276256,0.03612953416355278,0.03612953416355278,0.03886322596150896,0.03612953416355278,13.10791301727295
4,0.04626898589746031,0.04626898589746031,0.04626898589746031,0.04263894551474115,0.04263894551474115,0.042914706781722496,0.04263894551474115,13.579269409179688
5,0.045456405561515895,0.045456405561515895,0.045456405561515895,0.033541846655957074,0.033541846655957074,0.03749693951744964,0.033541846655957074,12.772902250289917
6,0.04329948044485516,0.04329948044485516,0.04329948044485516,0.03379844197922427,0.03379844197922427,0.03872288029262985,0.03379844197922427,12.34920072555542
7,0.04242620079053773,0.04242620079053773,0.04242620079053773,0.0348790238165985,0.0348790238165985,0.03876552320476891,0.0348790238165985,13.313583850860596
8,0.04093060481840025,0.04093060481840025,0.04093060481840025,0.03763900928037322,0.03763900928037322,0.04185403257176496,0.03763900928037322,12.508946657180786
9,0.039560362943029274,0.039560362943029274,0.039560362943029274,0.032657336929570076,0.032657336929570076,0.036755777463532875,0.032657336929570076,12.889482259750366
10,0.03910749378027739,0.03910749378027739,0.03910749378027739,0.0372562561913029,0.0372562561913029,0.038665728832500565,0.0372562561913029,12.708622694015503
11,0.038648005407402125,0.038648005407402125,0.038648005407402125,0.03340839307107355,0.03340839307107355,0.03678852082162663,0.03340839307107355,12.69898247718811
12,0.037536472180690714,0.037536472180690714,0.037536472180690714,0.033619619723733354,0.033619619723733354,0.037156766361516456,0.033619619723733354,12.581428289413452
13,0.036439010410239454,0.036439010410239454,0.036439010410239454,0.03088559594977161,0.03088559594977161,0.03615199547746907,0.03088559594977161,13.291429996490479
14,0.035917998059953334,0.035917998059953334,0.035917998059953334,0.031407343993044415,0.031407343993044415,0.03628762271525203,0.031407343993044415,12.910109758377075
15,0.035079564633114,0.035079564633114,0.035079564633114,0.03175927115523297,0.03175927115523297,0.035400742367989776,0.03175927115523297,13.506306648254395
16,0.03445641776280744,0.03445641776280744,0.03445641776280744,0.0342355612260492,0.0342355612260492,0.03804557219795559,0.0342355612260492,12.400437116622925
17,0.033519248867397586,0.033519248867397586,0.033519248867397586,0.03286685735878089,0.03286685735878089,0.03674047505078108,0.03286685735878089,12.505505323410034
18,0.034260480196545366,0.034260480196545366,0.034260480196545366,0.03442962346193583,0.03442962346193583,0.03799327219957891,0.03442962346193583,12.664497137069702
19,0.03279368979511438,0.03279368979511438,0.03279368979511438,0.03210232384583872,0.03210232384583872,0.03622940344654996,0.03210232384583872,12.486534833908081
20,0.032047293902862636,0.032047293902862636,0.032047293902862636,0.03622105956563483,0.03622105956563483,0.03856812714450601,0.03622105956563483,13.033998489379883
21,0.0305763475754589,0.0305763475754589,0.0305763475754589,0.03248961261757042,0.03248961261757042,0.03548086423804794,0.03248961261757042,12.379579067230225
22,0.030277107797917865,0.030277107797917865,0.030277107797917865,0.03411411676231934,0.03411411676231934,0.03609290314109429,0.03411411676231934,13.092890977859497
23,0.029498332677773697,0.029498332677773697,0.029498332677773697,0.033792956691721214,0.033792956691721214,0.03682281994733257,0.033792956691721214,12.378260612487793
24,0.028906015028792715,0.028906015028792715,0.028906015028792715,0.033017177782628845,0.033017177782628845,0.036318875363339546,0.033017177782628845,12.491823434829712
25,0.027710146265764717,0.027710146265764717,0.027710146265764717,0.03797807054513175,0.03797807054513175,0.040211678577074104,0.03797807054513175,12.79570198059082
26,0.026847029735565818,0.026847029735565818,0.026847029735565818,0.033264620553540146,0.033264620553540146,0.037846208077625954,0.033264620553540146,13.454589605331421
27,0.026547156845924083,0.026547156845924083,0.026547156845924083,0.03139253082158773,0.03139253082158773,0.03513828251996766,0.03139253082158773,12.704345703125
28,0.02580933794182129,0.02580933794182129,0.02580933794182129,0.03033308316346096,0.03033308316346096,0.034628619993294495,0.03033308316346096,12.779947996139526
29,0.024225630496860183,0.024225630496860183,0.024225630496860183,0.03469389183041842,0.03469389183041842,0.03676565013070037,0.03469389183041842,13.33439564704895
30,0.024454252030601892,0.024454252030601892,0.024454252030601892,0.03195394607989684,0.03195394607989684,0.03655657533934151,0.03195394607989684,13.02892279624939
31,0.02295273969629927,0.02295273969629927,0.02295273969629927,0.037721287661596485,0.037721287661596485,0.04080229889655459,0.037721287661596485,13.313255548477173
32,0.0223766547977609,0.0223766547977609,0.0223766547977609,0.03326827182394007,0.03326827182394007,0.03799586861893751,0.03326827182394007,12.848264932632446
33,0.021348464647652925,0.021348464647652925,0.021348464647652925,0.0345820299876125,0.0345820299876125,0.039423116631266,0.0345820299876125,13.155574321746826
34,0.02046144376730635,0.02046144376730635,0.02046144376730635,0.03174689124621775,0.03174689124621775,0.0354439580300148,0.03174689124621775,12.41404104232788
35,0.019942723682751417,0.019942723682751417,0.019942723682751417,0.048613779003853386,0.048613779003853386,0.0491760337482328,0.048613779003853386,13.028779983520508
36,0.019349625235590986,0.019349625235590986,0.019349625235590986,0.03480100789633782,0.03480100789633782,0.038189019683910454,0.03480100789633782,12.304046869277954
37,0.018470197349353127,0.018470197349353127,0.018470197349353127,0.031213147970645325,0.031213147970645325,0.035021800385869065,0.031213147970645325,12.431905508041382
38,0.017744730354813987,0.017744730354813987,0.017744730354813987,0.03169531547261969,0.03169531547261969,0.03571630042532216,0.03169531547261969,13.149077653884888
39,0.017288490597690855,0.017288490597690855,0.017288490597690855,0.039138420808898365,0.039138420808898365,0.0408497393347215,0.039138420808898365,12.385448694229126
40,0.016922906947829736,0.016922906947829736,0.016922906947829736,0.03377551585435867,0.03377551585435867,0.03862608683066092,0.03377551585435867,12.979103088378906
41,0.015672017790613665,0.015672017790613665,0.015672017790613665,0.035513565227713276,0.035513565227713276,0.03724551190068756,0.035513565227713276,12.38835597038269
42,0.015759967449835682,0.015759967449835682,0.015759967449835682,0.03845190532181574,0.03845190532181574,0.03946496179138405,0.03845190532181574,12.343688726425171
43,0.014828338652415566,0.014828338652415566,0.014828338652415566,0.0384334157747419,0.0384334157747419,0.04030340780382571,0.0384334157747419,13.052966833114624
44,0.014672683778578641,0.014672683778578641,0.014672683778578641,0.032392985227963196,0.032392985227963196,0.03649475976176884,0.032392985227963196,12.35860013961792
45,0.014373381799530415,0.014373381799530415,0.014373381799530415,0.03267248282613962,0.03267248282613962,0.03673752780625786,0.03267248282613962,13.306023120880127
46,0.013801176948522134,0.013801176948522134,0.013801176948522134,0.03332439125717982,0.03332439125717982,0.037409262542707336,0.03332439125717982,12.694734334945679
47,0.013184726913336409,0.013184726913336409,0.013184726913336409,0.03305029452009046,0.03305029452009046,0.03660588387561881,0.03305029452009046,12.326052188873291
48,0.012423598981171688,0.012423598981171688,0.012423598981171688,0.04016469350165647,0.04016469350165647,0.042517713122609734,0.04016469350165647,13.05138373374939
49,0.012429807689927873,0.012429807689927873,0.012429807689927873,0.033960208863667816,0.033960208863667816,0.03817732443196186,0.033960208863667816,12.294186353683472
50,0.011966809526913695,0.011966809526913695,0.011966809526913695,0.03297356115249188,0.03297356115249188,0.03679162663394126,0.03297356115249188,13.162372589111328
51,0.011537634250190523,0.011537634250190523,0.011537634250190523,0.035949975778551205,0.035949975778551205,0.0391742682111436,0.035949975778551205,12.268817663192749
52,0.01115127830771069,0.01115127830771069,0.01115127830771069,0.033232535883460354,0.033232535883460354,0.03705431310378987,0.033232535883460354,13.21249270439148
53,0.012319422282633326,0.012319422282633326,0.012319422282633326,0.03503765238691931,0.03503765238691931,0.03831691008763037,0.03503765238691931,12.21052098274231
54,0.011743400297645066,0.011743400297645066,0.011743400297645066,0.031809423685721726,0.031809423685721726,0.036442753413449165,0.031809423685721726,12.592720746994019
55,0.010878882976988006,0.010878882976988006,0.010878882976988006,0.03211269062012434,0.03211269062012434,0.036729617287283356,0.03211269062012434,13.56626558303833
56,0.010046528583323514,0.010046528583323514,0.010046528583323514,0.03450161789584419,0.03450161789584419,0.038565366650405136,0.03450161789584419,12.490681409835815
57,0.00989360313261391,0.00989360313261391,0.00989360313261391,0.03132420446237792,0.03132420446237792,0.035891797177601555,0.03132420446237792,13.253699541091919
58,0.009581636797597326,0.009581636797597326,0.009581636797597326,0.03488723994435176,0.03488723994435176,0.03810581559504288,0.03488723994435176,12.085021257400513
59,0.009386706540469456,0.009386706540469456,0.009386706540469456,0.03218074649086465,0.03218074649086465,0.03662393701033316,0.03218074649086465,12.28655219078064
60,0.00912858087263962,0.00912858087263962,0.00912858087263962,0.03378812543561925,0.03378812543561925,0.03770317202029021,0.03378812543561925,13.492124080657959
61,0.008640328626685515,0.008640328626685515,0.008640328626685515,0.031827501993140446,0.031827501993140446,0.036569186418816665,0.031827501993140446,12.420993566513062
62,0.00874941955226912,0.00874941955226912,0.00874941955226912,0.03484895371872446,0.03484895371872446,0.03838821770488352,0.03484895371872446,13.15095591545105
63,0.008540515356731636,0.008540515356731636,0.008540515356731636,0.036235654888593635,0.036235654888593635,0.03990408378666726,0.036235654888593635,12.553826570510864
64,0.008700205128955306,0.008700205128955306,0.008700205128955306,0.033082167213053806,0.033082167213053806,0.036981430012678757,0.033082167213053806,12.524787187576294
65,0.007771789648190692,0.007771789648190692,0.007771789648190692,0.032660166004105755,0.032660166004105755,0.03695381292398425,0.032660166004105755,13.271446704864502
66,0.007720650134302637,0.007720650134302637,0.007720650134302637,0.035105296248651066,0.035105296248651066,0.038959846656391586,0.035105296248651066,12.285845518112183
67,0.007761139834112434,0.007761139834112434,0.007761139834112434,0.03590549475958814,0.03590549475958814,0.03812130853749704,0.03590549475958814,13.287763595581055
68,0.009352403101585215,0.009352403101585215,0.009352403101585215,0.033356294359849846,0.033356294359849846,0.0368903039050275,0.033356294359849846,12.241159200668335
69,0.007580758180843775,0.007580758180843775,0.007580758180843775,0.03421341931528371,0.03421341931528371,0.03792141944817875,0.03421341931528371,12.432358026504517
70,0.007259144169332647,0.007259144169332647,0.007259144169332647,0.03315275753645793,0.03315275753645793,0.03705626024284225,0.03315275753645793,13.372907400131226
71,0.007038159766505478,0.007038159766505478,0.007038159766505478,0.03378414115666047,0.03378414115666047,0.038117546804141304,0.03378414115666047,12.271759748458862
72,0.007049734603179984,0.007049734603179984,0.007049734603179984,0.0384414354339242,0.0384414354339242,0.043193915183993355,0.0384414354339242,13.321242094039917
73,0.007078508013691851,0.007078508013691851,0.007078508013691851,0.033439765765291195,0.033439765765291195,0.03767344657925592,0.033439765765291195,12.309489727020264
74,0.0068410590497983825,0.0068410590497983825,0.0068410590497983825,0.03274610986852128,0.03274610986852128,0.03764790712275367,0.03274610986852128,12.504327774047852
75,0.006218385574698606,0.006218385574698606,0.006218385574698606,0.03335364592140135,0.03335364592140135,0.03783806877723639,0.03335364592140135,13.43139123916626
76,0.0060397220070833564,0.0060397220070833564,0.0060397220070833564,0.03392085331775572,0.03392085331775572,0.0382925133774246,0.03392085331775572,12.444863319396973
77,0.007197276225914716,0.007197276225914716,0.007197276225914716,0.03284384796152944,0.03284384796152944,0.037842384822990585,0.03284384796152944,12.496969938278198
78,0.006238028405864955,0.006238028405864955,0.006238028405864955,0.0326338574776183,0.0326338574776183,0.03687682418503623,0.0326338574776183,13.379935264587402
